	belief	argument	label	gold_graph	id	linked_paths	generated_graph_linked	generated_graph_gold	retrieved_graph
635	Prayer should be in school.	Kids need structure of school prayer.	support	[['school prayer', 'has property', 'structure'], ['structure', 'part of', 'school'], ['school', 'has context', 'religion'], ['prayer', 'causes', 'healthy spiritual life'], ['religion', 'causes', 'prayer']]	1515	[['kids', 'atlocation', 'airport'], ['airport', 'atlocation', 'city'], ['city', '_atlocation', 'church'], ['church', '_atlocation', 'prayer']]	[['kids', 'capableof', 'pray']]	[['school prayer', 'isa', 'prayer']]	[['prayer', 'atlocation', 'church'], ['church', '_atlocation', 'audience'], ['audience', 'atlocation', 'school']]
431	Libertarianism is important to the country.	Libertarian values a free society.	support	[['libertarianism', 'used for', 'free society'], ['free society', 'has property', 'important'], ['important', 'created by', 'values'], ['values', 'at location', 'country']]	1311	[['values', '_hasa', 'everyone'], ['everyone', 'capableof', 'enjoy_art'], ['enjoy_art', '_capableof', 'people'], ['people', '_usedfor', 'political_ideology'], ['political_ideology', '_isa', 'libertarianism']]	[['values', '_hasa', 'libertarianism']]	[['libertarianism', 'hascontext', '', '_instanceof', 'nation of islam'], ['nation of islam', 'isa', 'country']]	[['libertarianism', 'hascontext', 'politics'], ['politics', '_hascontext', 'libertarian']]
1064	It is bad to believe your body can naturally cure diseases.	Your body cannot naturally cure many diseases, which is why we have prescription medicines.	support	[['your body', 'made of', 'systems'], ['systems', 'capable of', 'many diseases'], ['many diseases', 'not has subevent', 'cannot naturally cure'], ['your body', 'has property', 'cannot naturally cure'], ['cannot naturally cure', 'desires', 'prescription medicines'], ['prescription medicines', 'antonym of', 'naturopathy'], ['naturopathy', 'has property', 'bad to believe']]	1944	[['cure_many_diseases', '_capableof', 'modern_medicine'], ['modern_medicine', '_hascontext', 'stillbirth'], ['stillbirth', 'isa', 'disease'], ['disease', '_isa', 'cancer'], ['cancer', 'hasproperty', 'bad']]	[['cure many diseases', '_capableof', 'medicine'], ['medicine', 'hasproperty', 'bad']]	[['your body', '_partof', 'mind'], ['mind', 'hasproperty', 'bad to believe']]	[['body', '_entails', 'medicine'], ['medicine', 'atlocation', 'doctor'], ['doctor', '_atlocation', 'cure']]
2285	this loan isn't allowed by the state and/or by lenders	such loans are necessary for the advancement of people of color	counter	[['the loan', 'is a', 'necessary'], ['people of color', 'desires', 'the loan'], ['necessary', 'desires', 'allowed'], ['allowed', 'synonym of', 'permitted'], ['permitted', 'has property', 'state'], ['permitted', 'has property', 'lenders']]	3165	[['people', 'capableof', 'own_property'], ['own_property', '_causes', 'buying_house'], ['buying_house', 'hasprerequisite', 'loan']]	[['people', 'capableof', 'loan']]	[['the loan', '_isa', 'lenders']]	[['loan', '_hasprerequisite', 'buying_house'], ['buying_house', 'causes', 'own_property'], ['own_property', '_capableof', 'people']]
511	The church of scientology should not be banned.	The church of scientology is dangerous.	counter	[['church of scientology', 'causes', 'harm'], ['harm', 'part of', 'dangerous'], ['dangerous', 'receives action', 'banned']]	1391	[['dangerousest', 'hascontext', 'nonstandard'], ['nonstandard', '_hascontext', 'person'], ['person', '_isa', 'l_ron_hubbard'], ['l_ron_hubbard', 'knownfor', 'scientology'], ['scientology', '_hascontext', 'church_of_scientology']]	[['dangerousest', '_hasproperty', 'mercury'], ['mercury', 'atlocation', 'church of scientology']]	[['church of scientology', 'hascontext', 'religion'], ['religion', 'nothasproperty', 'banned']]	[['church', '_atlocation', 'electricity'], ['electricity', '_hascontext', 'circuit'], ['circuit', 'hascontext', 'scientology']]
84	Atheism should be the default religion.	Atheism requires you to think more critically.	support	[['atheism', 'not created by', 'churches'], ['churches', 'capable of', 'brainwashing'], ['brainwashing', 'not capable of', 'think more critically'], ['think more critically', 'part of', 'atheists'], ['atheists', 'desires', 'default religion'], ['default religion', 'capable of', 'thinking for yourself']]	3331	[['think', '_hasprerequisite', 'pretend'], ['pretend', 'hassubevent', 'religion']]	[['think', '_capableof', 'mind'], ['mind', 'hascontext', 'religion']]	[['atheism', '_hascontext', 'think for yourself']]	[['default', 'hascontext', 'computing'], ['computing', '_hascontext', 'read'], ['read', '_hassubevent', 'learning_about_science'], ['learning_about_science', 'causes', 'atheism']]
824	School uniforms should not be implemented.	School uniforms reduce conflict.	counter	[['school uniforms', 'capable of', 'uniformity'], ['uniformity', 'causes', 'peace'], ['peace', 'antonym of', 'conflict'], ['peace', 'receives action', 'implemented']]	1704	[['reduce', 'hascontext', 'mathematics'], ['mathematics', '_hascontext', 'uniform'], ['uniform', '_isa', 'school_uniform']]	[['reduce', '_distinctfrom', '', '_capableof', 'school uniform']]	[['school uniforms', 'atlocation', 'school'], ['school', 'receivesaction', 'enforced']]	[['uniforms', '_usedfor', 'hat'], ['hat', 'atlocation', 'closet'], ['closet', 'atlocation', 'school']]
1665	Libertarianism is the best way to maximize freedom for individuals as well as corporations.	Libertarians only care about freedom, but not what happens to people	counter	[['libertarians', 'desires', 'freedom'], ['freedom', 'not used for', 'happens to people'], ['individuals', 'desires', 'happens to people']]	2545	[['libertarian', 'hascontext', 'politics'], ['politics', 'isa', 'person'], ['person', 'similarto', 'individual']]	[['libertarian', 'isa', 'individual']]	[['libertarians', 'isa', 'political party'], ['political party', 'capableof', 'happens to people']]	[['libertarianism', 'hascontext', 'philosophy'], ['philosophy', '_isa', 'person'], ['person', 'desires', 'care']]
752	payday loans are nefarious.	Payday loans charge high rates for the poor.	support	[['payday loans', 'has property', 'high interest'], ['high interest', 'used for', 'the poor'], ['high interest', 'has property', 'nefarious']]	1632	[['poor', '_distinctfrom', 'rich'], ['rich', '_usedfor', 'money'], ['money', 'capableof', 'gain_interest'], ['gain_interest', '_capableof', 'loan']]	[['poor', '_distinctfrom', '', '_usedfor', 'loan']]	[['payday loans', '_usedfor', 'cheque book'], ['cheque book', 'atlocation', 'bank'], ['bank', 'hasproperty', 'nefarious']]	[['payday', 'isa', 'candy'], ['candy', 'atlocation', 'box'], ['box', '_atlocation', 'cat'], ['cat', 'atlocation', 'charge']]
597	Since kids don't have the maturity to know the right thing to do, there shouldn't be zero-tolerance policies.	Kids still are maturing	support	[['zero tolerance', 'used for', 'matured people'], ['matured people', 'not part of', 'kids'], ['kids', 'not has property', 'maturity'], ['matured people', 'not part of', 'maturing']]	1477	[['maturing', '_isa', 'growing_up'], ['growing_up', '_usedfor', 'school'], ['school', '_atlocation', 'kids']]	[['maturing', '_hascontext', 'kids']]	[['zero tolerance', 'hascontext', '', '_isa', 'maturing']]	[['kids', 'atlocation', 'school'], ['school', 'usedfor', 'growing_up'], ['growing_up', 'isa', 'maturing']]
584	Bullied individuals do not deserve punishment.	People who are bullied can lash out unfairly in response.	support	[['bullied individuals', 'receives action', 'bullying'], ['bullying', 'not desires', 'punishment'], ['punishment', 'used for', 'people'], ['people', 'capable of', 'unfair'], ['unfair', 'used for', 'response']]	1464	[['people', 'hasa', 'person'], ['person', '_isa', 'bully']]	[['people', 'capableof', 'bully']]	[['bullied individuals', '_usedfor', 'telling many people about'], ['telling many people about', 'causes', 'response']]	[['individuals', '_isa', 'people']]
364	factory farming should no longer exist.	Factory farming feeds millions.	counter	[['factory farming', 'capable of', 'feeds millions'], ['factory farming', 'capable of', 'low cost food'], ['low cost food', 'desires', 'exist']]	1244	[['feed', '_isa', 'pet_food'], ['pet_food', 'atlocation', 'supermarket'], ['supermarket', 'atlocation', 'city'], ['city', '_atlocation', 'factory']]	[['feed', '_usedfor', 'machine'], ['machine', 'atlocation', 'factory']]	[['factory farming', 'isa', '', '_hascontext', 'exist']]	[['factory', '_isa', 'artifact'], ['artifact', 'usedfor', 'contact'], ['contact', '_entails', 'farming']]
1069	Many foster children are placed in families that give them a better home.	Many very loving families take in foster children.	support	[['foster children', 'capable of', 'happy homes'], ['happy homes', 'part of', 'loving families'], ['loving families', 'capable of', 'a better home'], ['a better home', 'used for', 'foster kids']]	1949	[['love', 'atlocation', 'family']]	[['love', '_usedfor', 'family']]	[['foster children', '_isa', 'foster kids']]	[['children', 'atlocation', 'disneyland'], ['disneyland', 'isa', 'park'], ['park', '_atlocation', 'families']]
257	The blocking of Gaza by Israel is a human rights violation.	The are Palestinians for whom Gaza is home.	support	[['palestinians', 'part of', 'gaza'], ['gaza', 'part of', 'blocking'], ['blocking', 'created by', 'israel'], ['israel', 'part of', 'human rights violation']]	1137	[['home', 'distinctfrom', 'work'], ['work', 'isa', 'human_activity'], ['human_activity', '_isa', 'human_rights_violation']]	[['home', '_atlocation', 'human rights violation']]	[['palestinians', 'isa', 'human rights violation']]	[['rights', '_hasa', 'people'], ['people', '_isa', 'americans'], ['americans', 'isa', 'ethnic_group'], ['ethnic_group', '_isa', 'palestinians']]
1579	Without ending the blockade in Gaza, they can't build up their economy and become independent.	goods don't make self-sufficiency	counter	[['goods', 'not causes', 'self-sufficiency'], ['goods', 'part of', 'economy'], ['economy', 'not part of', 'self-sufficiency'], ['independent', 'part of', 'self-sufficiency'], ['self-sufficiency', 'desires', 'make'], ['goods', 'not capable of', 'make']]	2459	[['good', '_isa', 'food'], ['food', '_hasprerequisite', 'satisfying_appetites_with_minimum_effort'], ['satisfying_appetites_with_minimum_effort', 'causes', 'economy']]	[['good', '_distinctfrom', '', '_hasproperty', 'capitalism']]	[['goods', '_usedfor', 'making patchwork quilt'], ['making patchwork quilt', 'hassubevent', 'make']]	[['economy', '_hascontext', 'nosedive'], ['nosedive', 'hascontext', 'economics'], ['economics', '_hascontext', 'goods']]
1222	Children should be able to consent to cosmetic surgery.	Everyone should have autonomy over their own body, regardless of age, including cosmetic procedures.	support	[['children', 'capable of', 'low self confidence'], ['low self confidence', 'desires', 'cosmetic surgery'], ['everyone', 'desires', 'autonomy'], ['children', 'part of', 'everyone']]	2102	[['everyone', 'hasa', 'body'], ['body', 'isa', 'surgery']]	[['everyone', 'hasa', 'one common emotion'], ['one common emotion', 'isa', 'shock'], ['shock', 'hascontext', 'surgery']]	[['children', '_hasa', 'everyone']]	[['consent', 'hascontext', 'medicine'], ['medicine', '_isa', 'person'], ['person', 'desires', 'autonomy']]
649	Students are free to express faith.	One should go to church to express their religious beliefs.	counter	[['students', 'desires', 'learning'], ['learning', 'not made of', 'express faith'], ['express faith', 'used for', 'religious beliefs'], ['religious beliefs', 'at location', 'church']]	1529	[['church', 'usedfor', 'learn'], ['learn', '_desires', 'students']]	[['church', '_atlocation', 'students']]	[['students', 'atlocation', '', '_usedfor', 'church']]	[['students', 'desires', 'learn'], ['learn', '_usedfor', 'church']]
2242	Bureaucratic red tape impedes the proper placement of foster children.	Without proper bureaucratic documentation, abusive foster parents can literally get away with murder.	counter	[['bureaucratic red tape', 'capable of', 'protect children'], ['protect children', 'not desires', 'abusive foster parents'], ['protect children', 'not capable of', 'impedes'], ['impedes', 'synonym of', 'prevent'], ['prevent', 'not has subevent', 'proper placement'], ['bureaucratic red tape', 'part of', 'bureaucratic documentation']]	3122	[['parents', '_desires', 'person'], ['person', 'notdesires', 'red_tape']]	[['parents', '_hasa', 'john'], ['john', 'capableof', 'red tape']]	[['bureaucratic red tape', 'isa', 'bureaucracy documentation']]	[['placement', '_usedfor', 'grid_object'], ['grid_object', 'usedfor', 'plan'], ['plan', '_capableof', 'people'], ['people', 'hasa', 'parents']]
1003	everyone should be able to keep and bear arms.	The right to keep and bear arms protects others.	support	[['bear arms', 'is a', 'right'], ['right', 'used for', 'protection'], ['protection', 'used for', 'others'], ['others', 'part of', 'everyone']]	1883	[['right', '_desires', 'person'], ['person', '_partof', 'arm']]	[['right', '_distinctfrom', '', '_hasproperty', 'arm']]	[['bear arms', '_capableof', 'everyone']]	[['bear', 'atlocation', 'park'], ['park', '_atlocation', 'cat'], ['cat', 'atlocation', 'arms']]
1966	A man or a woman has the right to sell their body for sex.	Bodily autonomy does not extend to selling your body for sex, as that is commerce.	counter	[['sell their body', 'not part of', 'bodily autonomy'], ['body for sex', 'has context', 'commerce'], ['commerce', 'not part of', 'bodily autonomy']]	2846	[['autonomy', '_desires', 'person'], ['person', 'desires', 'blowjob'], ['blowjob', 'hascontext', 'sex']]	[['autonomy', '_desires', 'person'], ['person', 'notdesires', 'sex']]	[['sell their body', '_capableof', 'people'], ['people', 'hasa', 'bodily autonomy']]	[['body', 'partof', 'person'], ['person', 'desires', 'autonomy']]
1731	Libertarian takes government assistance programs away from people who need them, especially the most vulnerable.	Libertarianism doesn't want people to rely on handouts	counter	[['libertarianism', 'not desires', 'rely on handouts'], ['libertarianism', 'desires', 'limited government'], ['limited government', 'not capable of', 'takes government assistance'], ['libertarian', 'part of', 'libertarianism'], ['takes government assistance', 'has property', 'marginalized communities'], ['marginalized communities', 'synonym of', 'most vulnerable'], ['marginalized communities', 'is a', 'people who need']]	2611	[['libertarianism', 'hascontext', 'politics'], ['politics', 'isa', 'person'], ['person', 'notdesires', 'vulnerable']]	[['libertarianism', 'hascontext', '', '_atlocation', 'vulnerable']]	[['libertarianism', 'isa', '', '_hasa', 'people who need']]	[['people', '_usedfor', 'political_ideology'], ['political_ideology', '_isa', 'libertarianism']]
89	Algorithmic trading is confusing, and since most people don't know if they're being treated fairly, it should be banned.	People don't want to lose money because they don't understand.	support	"[[""don't understand"", 'synonym of', 'confusing'], ['confusing', 'has context', 'stock market'], ['stock market', 'receives action', 'algorithmic trading'], ['algorithmic trading', 'causes', 'lose money'], ['lose money', 'not has property', 'being treated fairly'], ['being treated fairly', 'desires', 'human interaction']]"	969	[['lose_money', '_capableof', 'gambler'], ['gambler', 'isa', 'person'], ['person', 'isa', 'mathematics'], ['mathematics', '_hascontext', 'algorithmic']]	[['lose money', '_notdesires', 'person'], ['person', 'desires', 'algorithm'], ['algorithm', 'hascontext', 'algorithm']]	"[[""don't understand"", '_hassubevent', 'talking to'], ['talking to', 'usedfor', 'human interaction']]"	[['trading', '_hascontext', 'job'], ['job', '_isa', 'police'], ['police', 'isa', 'people']]
563	the church of scientology should be banned.	There are many faithful members of the church of scientology	counter	[['church of scientology', 'made of', 'faithful members'], ['faithful members', 'desires', 'fellowship'], ['fellowship', 'created by', 'common values'], ['common values', 'not desires', 'should be banned']]	1443	[['members', '_madeof', 'church'], ['church', '_atlocation', 'electricity'], ['electricity', '_hascontext', 'circuit'], ['circuit', 'hascontext', 'scientology'], ['scientology', '_hascontext', 'church_of_scientology']]	[['members', '_hasa', 'church of scientology']]	[['church of scientology', 'isa', '', '_hasprerequisite', 'instituting civil action'], ['instituting civil action', 'causes', 'should be banned']]	[['scientology', '_hascontext', 'sp'], ['sp', 'hascontext', 'us'], ['us', '_hascontext', 'dogs'], ['dogs', 'hasproperty', 'faithful']]
1219	The right to bear arms helps people defend themselves.	The right to keep and bear arms is in the constitution.	support	[['the right', 'used for', 'keep arms'], ['the right', 'used for', 'bear arms'], ['keep arms', 'at location', 'the constitution'], ['bear arms', 'at location', 'the constitution'], ['the constitution', 'is a', 'legal'], ['bear arms', 'is a', 'legal'], ['legal', 'causes', 'helps people'], ['helps people', 'capable of', 'defend themselves']]	2099	[['constitution', '_distinctfrom', 'amendment'], ['amendment', 'hascontext', 'legal'], ['legal', '_hascontext', 'arm']]	[['constitution', '_hascontext', 'arm']]	[['the right', '_hasproperty', 'everyone'], ['everyone', 'capableof', 'defend themselves']]	[['defend', 'hascontext', 'sports'], ['sports', '_hascontext', 'leg'], ['leg', 'distinctfrom', 'arms']]
132	The Olympic games are not worth it.	The Olympic games are expensive.	support	[['the olympic games', 'created by', 'resources'], ['resources', 'has context', 'expensive'], ['expensive', 'used for', 'entertainment'], ['entertainment', 'part of', 'unnecessary'], ['unnecessary', 'has context', 'not worth it']]	1012	[['expensive', '_hasproperty', 'fun'], ['fun', '_hasproperty', 'games']]	[['expensive', '_hasproperty', 'games']]	[['the olympic games', '_usedfor', 'running twenty six miles'], ['running twenty six miles', 'hasprerequisite', 'stamina'], ['stamina', 'isa', 'not worth it']]	-1
530	zero tolerance policy in schools would cripple children.	Children do not need to be punished by zero tolerance.	support	[['zero tolerance policy', 'capable of', 'punished'], ['children', 'not desires', 'punished'], ['punished', 'capable of', 'cripple children']]	1410	[['punished', '_notdesires', 'person'], ['person', 'desires', 'study'], ['study', 'atlocation', 'schools']]	[['punished', '_receivesaction', 'people'], ['people', 'atlocation', 'schools']]	[['zero tolerance policy', 'isa', 'policy'], ['policy', 'capableof', 'ripple children']]	[['schools', '_atlocation', 'study'], ['study', '_desires', 'person'], ['person', 'notdesires', 'punished']]
1290	Women should be allowed to sell their bodies.	Bodily autonomy is a guiding principle for many of our laws regarding our personal freedoms.	support	[['women', 'desires', 'choice'], ['sell their bodies', 'part of', 'choice'], ['bodily autonomy', 'part of', 'personal freedoms'], ['personal freedoms', 'part of', 'choice']]	2170	[['personal_freedom', '_desires', 'person'], ['person', '_partof', 'body']]	[['personal freedom', '_desires', '', '_isa', 'body']]	[['women', 'hasa', 'choice']]	[['sell', 'distinctfrom', 'buy'], ['buy', '_capableof', 'rich'], ['rich', '_notdesires', 'person'], ['person', 'desires', 'autonomy']]
139	the olympic games should not be canceled.	The olympic games bring people together.	support	[['olympic games', 'capable of', 'entertainment'], ['entertainment', 'used for', 'bring people together'], ['bring people together', 'is a', 'positive'], ['positive', 'not desires', 'be canceled']]	1019	[['people', 'atlocation', 'audience'], ['audience', 'hascontext', 'historical'], ['historical', '_hascontext', 'olympic_games']]	[['people', 'atlocation', 'olympic games']]	[['olympic games', '_usedfor', 'playing basketball'], ['playing basketball', 'hassubevent', 'be canceled']]	[['games', 'atlocation', 'carnival'], ['carnival', '_atlocation', 'people']]
2114	People should not have to pay tax for a site that already runs well on donations.	Taxpayer money should go towards essential services like healthcare and military.	support	[['taxpayer money', 'created by', 'people'], ['people', 'desires', 'essential services'], ['people', 'synonym of', 'citizens'], ['taxpayer money', 'has property', 'site'], ['site', 'capable of', 'runs smoothly'], ['runs smoothly', 'synonym of', 'runs well'], ['donations', 'capable of', 'fund'], ['fund', 'has property', 'site']]	2994	[['service', 'isa', 'website'], ['website', '_atlocation', 'people'], ['people', 'hasproperty', 'stupid'], ['stupid', '_hasproperty', 'paying_tax']]	[['service', '_isa', 'paying tax']]	[['taxpayer money', '_usedfor', 'general ledger'], ['general ledger', 'atlocation', 'office'], ['office', 'isa', 'site']]	[['site', '_hasprerequisite', 'seeing_art'], ['seeing_art', 'hassubevent', 'learning'], ['learning', 'usedfor', 'money']]
1024	Paying an executive more, will be an incentive for better quality leadership.	Executives are the paid leaders of businesses.	support	[['executives', 'used for', 'paying more'], ['paying more', 'causes', 'better quality leadership'], ['better quality leadership', 'used for', 'leaders of businesses'], ['leaders of businesses', 'made of', 'executive']]	1904	[['leaders', 'capableof', 'chair_meeting'], ['chair_meeting', '_capableof', 'person'], ['person', 'desires', 'perform'], ['perform', '_causesdesire', 'incentive']]	[['leaders', '_usedfor', 'giving plug'], ['giving plug', 'hasprerequisite', 'incentive']]	[['executives', '_isa', 'executive']]	[['quality', '_desires', 'person'], ['person', 'capableof', 'chair_meeting'], ['chair_meeting', '_capableof', 'leaders']]
914	Telemarketing is fast, safe and reliable.	Telemarketing is a fat way of advertising and selling products	support	[['telemarketing', 'has property', 'efficiency'], ['efficiency', 'created by', 'safe and reliable'], ['safe and reliable', 'used for', 'selling products'], ['selling products', 'has property', 'fast']]	1794	[['advertising', 'atlocation', 'newspaper'], ['newspaper', '_atlocation', 'advertisments'], ['advertisments', 'hasproperty', 'reliable']]	[['advertising', '_hascontext', 'reliable']]	[['telemarketing', '_hascontext', 'fast']]	[['safe', 'hascontext', 'slang'], ['slang', '_hascontext', 'shop'], ['shop', '_atlocation', 'products']]
1270	Sex selection should be banned.	Sex selection is unnatural.	support	[['sex selection', 'has context', 'not right'], ['not right', 'has context', 'should be banned'], ['sex selection', 'has context', 'unnatural'], ['unnatural', 'has context', 'not right']]	2150	[['unnatural', '_hasproperty', 'civilization'], ['civilization', 'atlocation', 'surface_of_earth'], ['surface_of_earth', '_atlocation', 'people'], ['people', 'hasa', 'sex']]	[['unnatural', '_hasproperty', 'sex']]	[['sex selection', 'hascontext', 'politics'], ['politics', 'isa', 'not right']]	[['sex', 'hasproperty', 'fun'], ['fun', '_hasproperty', 'acid'], ['acid', 'hascontext', 'databases'], ['databases', '_hascontext', 'selection']]
377	People have a right to believe in any God they want, including no God.	Religion should be a guiding force in a person's life.	counter	[['religion', 'capable of', 'guiding force'], ['god', 'part of', 'religion'], ['no god', 'not part of', 'religion']]	3624	[['religion', 'isa', 'person'], ['person', 'desires', 'right']]	[['religion', '_hascontext', 'right']]	[['religion', '_isa', 'religion']]	[['god', 'partof', 'religion']]
1163	Pride parades bring people together and should keep happening.	The gay community enjoy expressing their individuality and pride in unity.	support	[['pride parades', 'created by', 'gay community'], ['gay community', 'desires', 'expression'], ['expression', 'used for', 'individuality'], ['individuality', 'capable of', 'bring people together']]	2043	[['gay', '_capableof', 'people'], ['people', '_usedfor', 'car'], ['car', 'atlocation', 'parade']]	[['gay', '_hasproperty', 'people'], ['people', 'atlocation', 'parade']]	[['pride parades', '_usedfor', 'confetti'], ['confetti', 'atlocation', 'carnival'], ['carnival', 'capableof', 'bring people together']]	[['pride', 'causesdesire', 'act_in_play'], ['act_in_play', '_capableof', 'people'], ['people', 'capableof', 'gay']]
1953	It is not right to interfere with nature because we are not God.	There may be unexpected results if we tamper with nature.	support	[['tamper with nature', 'synonym of', 'interfere with nature'], ['tamper with nature', 'capable of', 'unexpected results'], ['unexpected results', 'capable of', 'harm'], ['unexpected results', 'capable of', 'not right']]	2833	[['unexpected', '_hassubevent', 'go_on_vacation'], ['go_on_vacation', '_capableof', 'person'], ['person', 'createdby', 'god']]	[['unexpected', '_causes', 'surprising'], ['surprising', 'hasprerequisite', 'god']]	[['tamper with nature', '_hassubevent', 'hiking'], ['hiking', 'causes', 'accidents'], ['accidents', 'isa', 'not right']]	[['interfere', 'hascontext', 'physics'], ['physics', '_isa', 'person'], ['person', 'desires', 'results']]
1037	Student loans should not be subsidized.	Student loans need to be subsidized as to make education more accessible.	counter	[['education', 'has property', 'paramount'], ['paramount', 'receives action', 'subsidized'], ['paramount', 'desires', 'student loans']]	1917	[['education', '_desires', 'person'], ['person', '_isa', 'banker'], ['banker', 'usedfor', 'loan']]	[['education', '_hascontext', 'loan']]	[['education', '_hascontext', 'student loans']]	[['student', 'atlocation', 'bar'], ['bar', '_atlocation', 'chairs'], ['chairs', 'madeof', 'plastic'], ['plastic', 'usedfor', 'make']]
2093	Prayer in schools is a definite violation of separating church and state.	Prayer is part of religion, which is the church.	support	[['church and state', 'is a', 'separate'], ['prayer in schools', 'not has context', 'separate'], ['prayer', 'part of', 'religion'], ['religion', 'synonym of', 'church'], ['prayer in schools', 'part of', 'religion']]	2973	[['religion', '_isa', 'church'], ['church', '_atlocation', 'prayer']]	[['religion', '_hascontext', 'prayer']]	[['church and state', 'hascontext', 'religion']]	[['schools', '_atlocation', 'study'], ['study', 'motivatedbygoal', 'learn'], ['learn', '_usedfor', 'church'], ['church', '_atlocation', 'prayer']]
1643	social media is a positive for society.	People don't need social media to spend time with others.	counter	[['social media', 'is a', 'negative for society'], ['negative for society', 'antonym of', 'positive for society'], ['people', 'not desires', 'social media'], ['people', 'desires', 'time with people']]	2523	[['people', 'desires', 'social']]	[['people', '_usedfor', 'social']]	[['social media', '_hascontext', 'time with people']]	[['social', '_desires', 'people']]
10	Marijuana should not be legalized	Legalizing marijuana is something that public health officials should not oppose	counter	[['marijuana', 'capable of', 'health benefit'], ['health benefit', 'created by', 'public health officials'], ['health benefit', 'receives action', 'legalized']]	890	[['public_health', 'hascontext', 'medicine'], ['medicine', '_isa', 'marijuana']]	[['public health', '_hascontext', 'marijuana']]	[['marijuana', 'isa', 'legalized']]	[['marijuana', 'isa', 'drug'], ['drug', '_isa', 'vitamin_c'], ['vitamin_c', 'usedfor', 'health']]
201	Women should be allowed to be in combat.	Women should have the same rights as the men.	support	[['women', 'has property', 'freedom'], ['freedom', 'is a', 'rights'], ['rights', 'used for', 'decision'], ['decision', 'used for', 'combat']]	1081	[['rights', '_desires', 'person'], ['person', '_isa', 'soldier'], ['soldier', 'usedfor', 'combat']]	[['rights', '_hasa', '', '_atlocation', 'battle'], ['battle', 'usedfor', 'combat']]	[['women', 'hasproperty', '', '_distinctfrom', '', '_hasprerequisite', 'combat']]	[['women', '_distinctfrom', 'man'], ['man', 'isa', 'person'], ['person', 'desires', 'rights']]
273	Some things isolate those who already don't feel as smart as their peers.	Peer groups cause pressure.	support	"[['peer groups', 'desires', 'intelligence similarities'], ['intelligence similarities', 'capable of', 'pressure'], ['pressure', 'capable of', 'isolate'], ['isolate', 'part of', ""don't feel""]]"	1153	[['pressure', '_notdesires', 'person'], ['person', 'desires', 'smart']]	[['pressure', '_causes', 'testing car'], ['testing car', 'hasprerequisite', 'smart']]	[['peer groups', '_usedfor', 'socialising'], ['socialising', 'causes', 'don <END>']]	[['isolate', 'hascontext', 'chemistry'], ['chemistry', '_isa', 'person'], ['person', '_isa', 'peer']]
2025	Judges should be impartial in their ruling.	A judge ruling without accessing their emotions will not be able to effectively reason.	counter	[['judges', 'desires', 'access their emotions'], ['access their emotions', 'causes', 'effectively reason'], ['effectively reason', 'causes', 'ruling']]	2905	[['emotions', '_hasa', 'people'], ['people', 'capableof', 'judge']]	[['emotions', '_causes', 'judging'], ['judging', 'hassubevent', 'judge']]	[['judges', '_isa', 'judges']]	[['judges', 'capableof', 'judge']]
256	The blockade should stay.	The blockade is causing conflict.	counter	[['blockade', 'causes', 'conflict'], ['conflict', 'created by', 'disagreement'], ['disagreement', 'not receives action', 'stay']]	1136	[['conflict', '_atlocation', 'human'], ['human', 'atlocation', 'home'], ['home', 'hascontext', 'nautical'], ['nautical', '_hascontext', 'blockade']]	[['conflict', '_atlocation', 'blockade']]	[['blockade', '_atlocation', 'wall'], ['wall', 'usedfor', 'stay']]	[['blockade', 'hascontext', 'nautical'], ['nautical', '_hascontext', 'piracy'], ['piracy', 'isa', 'action'], ['action', '_isa', 'causing']]
78	Cannabis needs to be legal since its use is very widespread.	People medicate with cannabis	support	[['people', 'desires', 'medicate'], ['cannabis', 'capable of', 'medicate'], ['medicate', 'desires', 'legal']]	958	[['medicate', '_usedfor', 'drugs'], ['drugs', 'hasproperty', 'good'], ['good', '_hasproperty', 'cannabis']]	[['medicate', '_usedfor', 'marijuana']]	[['people', 'hasproperty', 'stupid'], ['stupid', 'hascontext', 'legal']]	[['cannabis', 'hasproperty', 'good'], ['good', '_hasproperty', 'people']]
1759	Mandatory prayer should not be allowed in schools.	Mandatory prayer is harmless and should not have to follow church and state rules.	counter	[['mandatory prayer', 'has context', 'harmless'], ['harmless', 'desires', 'allowed in schools'], ['mandatory prayer', 'not desires', 'rules']]	2639	[['rule', 'atlocation', 'classroom'], ['classroom', '_atlocation', 'ceiling'], ['ceiling', 'atlocation', 'chapel'], ['chapel', 'usedfor', 'prayer']]	[['rule', '_isa', '', '_hasprerequisite', 'praying']]	[['mandatory prayer', 'isa', 'required service'], ['required service', 'hascontext', 'sports'], ['sports', 'hasa', 'rules']]	[['prayer', 'isa', 'information_transfer'], ['information_transfer', 'isa', 'expression'], ['expression', 'hascontext', 'programming'], ['programming', '_hascontext', 'optional'], ['optional', 'distinctfrom', 'mandatory']]
2293	people committing small offenses do not deserve to be put away for life.	people committing small offenses may break the law again.	counter	[['people', 'capable of', 'break the law'], ['break the law', 'has subevent', 'again'], ['small offenses', 'part of', 'break the law']]	3173	[['law', '_isa', 'person'], ['person', 'desires', 'get'], ['get', '_distinctfrom', 'put']]	[['law', '_hascontext', 'put']]	[['people', 'capableof', 'break law']]	[['small', 'hascontext', 'writing'], ['writing', 'causes', 'communication'], ['communication', 'isa', 'law']]
